Source,Target,Tweet Type
cernusson,borisjohnson_mp,retweet
cernusson,krishgm,retweet
evelyns51868235,angelarayner,retweet
whypad,helengeake,retweet
whypad,libdems,retweet
loud_minority,scousegirlmedia,retweet
crazyoverlord,angelarayner,retweet
kirkchris,theprolestar,retweet
sh_labour,joncruddas_1,retweet
sh_labour,uklabour,retweet
thestazoo,thesnp,retweet
thestazoo,dr_philippaw,retweet
thestazoo,robertjenrick,retweet
harveyandy,kazzjenkins,retweet
harveyandy,conservatives,retweet
airdriedsausage,nja5,retweet
jockmufc,kazzjenkins,retweet
jockmufc,conservatives,retweet
peterandann,theprogalliance,retweet
denise05722811,addicted2newz,retweet
denise05722811,afneil,retweet
dumbmongreldog,labhomeless_cam,retweet
dumbmongreldog,rida_again,retweet
dumbmongreldog,labourlist,retweet
jashotton1,rachael_swindon,retweet
ukcag,borisjohnson,retweet
ukcag,jeremycorbyn,retweet
ukcag,joswinson,retweet
ukcag,carolinelucas,retweet
ukcag,nicolasturgeon,retweet
ukcag,nigel_farage,retweet
ukcag,esthermcvey1,retweet
ukcag,robertjenrick,retweet
ukcag,laboursj,retweet
lordbettws,itvwales,retweet
rachel1whitaker,ofocbrexit,retweet
farmo05,addicted2newz,retweet
d_turner82,paulformp,retweet
d_turner82,uklabour,retweet
pavilaxed,socialistvoice,retweet
redpeppermag,redpepper,retweet
asmcewan,rachael_swindon,retweet
thirtyfourpc,mailonline,retweet
dazlfc79,brexitparty_uk,retweet
cernusson,stuartlothian,retweet
enfieldsouthga2,drparagshahuk,reply
seftongreens,thegreenparty,retweet
seftongreens,channel4news,retweet
andwobbly,barrynl,retweet
andwobbly,femi_sorry,retweet
andwobbly,paulkohlersw19,retweet
1_pye,dancingthemind,retweet
benjaminhowarth,bbcquestiontime,retweet
benjaminhowarth,bbcone,retweet
cabshropshire,citizensadvice,retweet
cernusson,localnotail,retweet
franbulwer,alexseale,retweet
franbulwer,bbcquestiontime,retweet
adg495,goodwinmj,retweet
connovar,shelter,retweet
connovar,libdems,retweet
jeromedavies1,brexitbin,retweet
woodirose1,clairewrightind,retweet
tweeting_reason,brexitbin,retweet
sineadclancy,tommycorbyn,retweet
cleggy261,jerryhicksunite,retweet
ianw2000uk,remainutd,retweet
mr_sal_,mr_sal_,retweet
giskarduk,libdems,reply
rdgpolsoc,bbcpolitics,retweet
rdgpolsoc,bbcquestiontime,retweet
rdgpolsoc,bbcone,retweet
dorothy90237074,demelzaklass,retweet
bethpenderyn,welshlabour,retweet
ronimacnan,rachael_swindon,retweet
mikeyroberts81,aaronbastani,retweet
mikeyroberts81,novaramedia,retweet
toeneetone,romillyweeks,retweet
toeneetone,itvnews,retweet
mickymac2009,_brexittory,retweet
euanphilipps,gnasherjew,retweet
euanphilipps,uklabour,retweet
jllfood_ken,haggis_uk,retweet
nearlythere19,topazstopbrexit,retweet
wildpinkrabbit,rachael_swindon,retweet
daverain,tactical_blonde,retweet
daverain,cpeace313,retweet
daverain,lee4ned,retweet
daverain,rossshippy,retweet
sardarl,angelarayner,retweet
kulganofcrydee,sunpolitics,retweet
kulganofcrydee,emilyhewertson,retweet
grantdiemgrant,rachael_swindon,retweet
jennyvernon2002,brexitbin,retweet
bykerbill,wpmtese,retweet
seanwhiting10,brexitbin,retweet
mellefluous,jamesfwells,retweet
superfoot59,_brexittory,retweet
radiofourfan,rachael_swindon,retweet
taimazranjbaran,joncruddas_1,retweet
taimazranjbaran,uklabour,retweet
no1poolerfan,haggis_uk,retweet
michaelcroft61,itvtynetees,retweet
michaelcroft61,mikehillmp,retweet
michaelcroft61,jeremycorbyn,retweet
sheryl19507506,rachael_swindon,retweet
kimbo986,angelarayner,retweet
vbotterman72,backboris2019,retweet
sandradunn1955,theprogalliance,retweet
tim41274286,independent,retweet
bethanhj_,independent,retweet
thegranddayout,_brexittory,retweet
real_union_jack,itvtynetees,retweet
real_union_jack,mikehillmp,retweet
real_union_jack,jeremycorbyn,retweet
olaffoss,scousegirlmedia,retweet
happythriver,scousegirlmedia,retweet
y_gigfran,independent,retweet
james_t_carr,adrianmyers_ind,retweet
ronspenceru,kazzjenkins,retweet
ronspenceru,conservatives,retweet
allison79721704,haggis_uk,retweet
unite_southeast,labourunionsuk,retweet
keithmattacks,borisjohnson_mp,retweet
keithmattacks,krishgm,retweet
ricksanchez_7,socialistvoice,retweet
marcusfcott,kazzjenkins,retweet
marcusfcott,conservatives,retweet
mfogartyuk,_brexittory,retweet
limoderates,labouragainstas,retweet
martin_oxley,wpmtese,retweet
vonbze,thesnp,retweet
vonbze,dr_philippaw,retweet
vonbze,robertjenrick,retweet
shann001shann,_brexittory,retweet
pipbrown10,itvnewspolitics,retweet
_orical_,_brexittory,retweet
tina_langley,dancingthemind,retweet
skhowden,strongerstabler,retweet
rajasajjad_raja,georgegalloway,retweet
rajasajjad_raja,bbcradio2,retweet
rajasajjad_raja,thejeremyvine,retweet
rajasajjad_raja,west_brom,retweet
cathymcrorie,nja5,retweet
patthepainter2,scousegirlmedia,retweet
bradleykay1966,jeremycorbyn,reply
prancinghound,_brexittory,retweet
hannahsbray,borisjohnson_mp,retweet
hannahsbray,krishgm,retweet
climbfaster,brexitbin,retweet
bykerbill,scousegirlmedia,retweet
jadus_baby,redpeppermag,retweet
jadus_baby,redpepper,retweet
nearlythere19,lindaukc21,retweet
nearlythere19,theresa_may,retweet
nearlythere19,borisjohnson,retweet
nearlythere19,conservatives,retweet
joepalmer25,kfc_uki,retweet
joepalmer25,mcdonaldsuk,retweet
xanderale55,goodwinmj,retweet
20mphfalmouth,itvtynetees,retweet
20mphfalmouth,mikehillmp,retweet
20mphfalmouth,jeremycorbyn,retweet
dstwrt18,borisjohnson_mp,retweet
dstwrt18,krishgm,retweet
markofbattersea,benhabib6,retweet
standup2brexit,bydonkeys,retweet
joefaesax,skynewspolitics,retweet
joefaesax,tommysheppard,retweet
joefaesax,jeremycorbyn,retweet
joefaesax,borisjohnson,retweet
joefaesax,nicolasturgeon,retweet
neetneet4710,centrallobby,retweet
neetneet4710,conservatives,retweet
neetneet4710,jamescleverly,retweet
sandyrogerson1,mrjohnnicolson,retweet
skycladfox,theprogalliance,retweet
doctor_go_,_brexittory,retweet
djdave1926,iainmcgill,retweet
barakatt87,trickyjabs,retweet
rendlegary,ukreloaded,retweet
sallyannewalker,stuartlothian,retweet
labourleft,trickyjabs,retweet
sueellen305,borisjohnson_mp,retweet
sueellen305,krishgm,retweet
ryanraddatz1,angelarayner,retweet
beddoeroger,_brexittory,retweet
labourunionsuk,unite_southeast,retweet
labourunionsuk,labourunionsuk,retweet
clarebryden,houseofcommons,retweet
cosmos_efc,scousegirlmedia,retweet
peterswooll,jeremycorbyn4pm,retweet
peterswooll,jeremycorbyn,retweet
sneekyhen,_brexittory,retweet
houseofhedgewi1,scousegirlmedia,retweet
lazaroumterror,bloggerheads,retweet
enfieldsouthga2,drparagshahuk,reply
jamesnichol14,ronniecowan,retweet
jamesnichol14,thesnp,retweet
lesleygsmith3,itvtynetees,retweet
lesleygsmith3,mikehillmp,retweet
lesleygsmith3,jeremycorbyn,retweet
muggedbybrexit,tandaross,retweet
flyinglawyer73,simplysimontfa,retweet
flyinglawyer73,borisjohnson,retweet
bennrapsonrps,jay_sutherland_,retweet
kmurphy1908,michaelnixon70,retweet
dontghosts,damian_from,retweet
free___thinker,itvnewspolitics,retweet
fionagrahame,aameranwar,retweet
felix_keeps_on,rachael_swindon,retweet
siddill,itvtynetees,retweet
siddill,mikehillmp,retweet
siddill,jeremycorbyn,retweet
tomhardwik,peoplesmomentum,retweet
tomhardwik,trussliz,retweet
graytommykent,imajsaclaimant,retweet
jimtorrance,dr_philippaw,retweet
jimtorrance,thesnp,retweet
itsnotpiss,rachael_swindon,retweet
juliasilezin,bethpenderyn,retweet
juliasilezin,welshlabour,retweet
fleeson713,zoefranklinld,retweet
beaver225,williamclouston,retweet
johnholden42,rachael_swindon,retweet
shineonsilver,georgegalloway,retweet
zander53,hinabokharild,retweet
zander53,suttonlibdems,retweet
zander53,libdems,retweet
sandwellskidder,georgegalloway,retweet
sandwellskidder,west_brom,retweet
anasapost,chrismasonbbc,retweet
itvwales,adamprice,retweet
victori33828363,imajsaclaimant,retweet
faisanfasaaa,scousegirlmedia,retweet
susieshoes,laurapidcockmp,retweet
susieshoes,uklabour,retweet
neilovichi,theprogalliance,retweet
neilovichi,ajfeneley,retweet
5lbs6oz,peoplesmomentum,retweet
5lbs6oz,trussliz,retweet
happythriver,fiken49,retweet
happythriver,happythriver,retweet
happythriver,terryelaineh1,retweet
happythriver,hawkins2mac,retweet
happythriver,johnmcdonnellmp,retweet
jennyjones1313,eberlmat,retweet
nahtwalsall,rob_kelsall,retweet
nahtwalsall,nahtwalsall,retweet
nahtwalsall,nahtnews,retweet
chorltongreen,redpeppermag,retweet
chorltongreen,redpepper,retweet
fractallogic1,mikeh_pr,reply
huwsayer,theifs,retweet
huwsayer,nuffieldfound,retweet
borisinaditch,angelarayner,retweet
davemanchester3,trickyjabs,retweet
gazlloyd21,_brexittory,retweet
artconaghan,itvtynetees,retweet
artconaghan,mikehillmp,retweet
artconaghan,jeremycorbyn,retweet
gracean26207965,sebpberry,retweet
gracean26207965,shrimptony,retweet
markcarroll20,liarpoliticians,retweet
markcarroll20,nigel_farage,retweet
markcarroll20,brexitparty_uk,retweet
redfoxodell,rachael_swindon,retweet
honorateczka,bydonkeys,retweet
312shelly3,scousegirlmedia,retweet
nigel_guisboro,paulwilliamslab,retweet
peacepleb,angry_voice,reply
charlie29093856,trickyjabs,retweet
chrysaliseduse1,hackneyabbott,retweet
chrysaliseduse1,uklabour,retweet
hainesnet,bbcpolitics,reply
hainesnet,bbclaurak,retweet
hainesnet,bbcquestiontime,retweet
hainesnet,bbcone,retweet
cleggy261,skynews,retweet
cleggy261,johnmcdonnellmp,retweet
stasiacwenar,jeremycorbyn4pm,retweet
mcdofi,timfindlay22,retweet
mcdofi,conservatives,retweet
andrewmcavanag1,greekboy8,retweet
andrewmcavanag1,jo_coburn,retweet
andrewmcavanag1,borisjohnson,retweet
andrewmcavanag1,skynews,retweet
andrewmcavanag1,bbcnews,retweet
andrewmcavanag1,lbc,retweet
andrewmcavanag1,bbc5live,retweet
andrewmcavanag1,bbcr4today,retweet
andrewmcavanag1,itvnews,retweet
john_rorbach,_brexittory,retweet
evolvedpeasant,everywoman61,retweet
fractallogic1,imajsaclaimant,retweet
milesy1991,kazzjenkins,retweet
milesy1991,conservatives,retweet
geds2112,brexitbin,retweet
exracer99,grahambm,retweet
davidworrall6,derekjames150,retweet
nickylabour4eva,jamesefoster,retweet
nickylabour4eva,joswinson,retweet
nickylabour4eva,libdems,retweet
nickylabour4eva,uklabour,retweet
alfiesmum5,itvnewspolitics,retweet
remoaningw,lpz3,retweet
remoaningw,nicktolhurst,retweet
remoaningw,spanishdan1,retweet
remoaningw,joswinson,retweet
remoaningw,jeremycorbyn,retweet
tonyandmargaret,pilaraymara,retweet
tonyandmargaret,thesnp,retweet
tonyandmargaret,msm_monitor,retweet
neilevansevans,borisjohnson_mp,retweet
neilevansevans,krishgm,retweet
thegoodbuck,scousegirlmedia,retweet
dragonsculpt,angelortanya,retweet
dragonsculpt,uklabour,retweet
dragonsculpt,jeremycorbyn,retweet
jorust45,trickyjabs,retweet
stepram,electionmapsuk,retweet
nixonrabn,ronniecowan,retweet
nixonrabn,thesnp,retweet
dontghosts,stwuk,retweet
jeffgrim71,theprogalliance,retweet
jrshot,polstudiesassoc,retweet
jrshot,ipsosmori,retweet
alancornes,milneorchid,retweet
welshdragon02,tactical_blonde,retweet
welshdragon02,cpeace313,retweet
welshdragon02,lee4ned,retweet
welshdragon02,rossshippy,retweet
migueldb8,femyamin,retweet
migueldb8,animalscount,retweet
arthurm40159518,brexitbin,retweet
grantdiemgrant,imajsaclaimant,retweet
tim_mullen,peoplesvote_uk,retweet
sgillespie64,thesnp,retweet
sgillespie64,dr_philippaw,retweet
sgillespie64,robertjenrick,retweet
gavindjharper,plaidislwyn,retweet
gavindjharper,plaid_cymru,retweet
gavindjharper,adamprice,retweet
keefyboy1962,bethrigby,retweet
1958minerva,thestephenralph,retweet
rustymar1,brexitbin,retweet
norfolkheritage,labour4animals,retweet
luckylilybee,thestephenralph,retweet
luckylilybee,jmpsimor,retweet
luckylilybee,politics4ar,retweet
luckylilybee,borisjohnson,retweet
luckylilybee,gove,retweet
luckylilybee,pennymordaunt,retweet
luckylilybee,bbc,retweet
luckylilybee,bbcnews,retweet
luckylilybee,bbcnewspr,retweet
luckylilybee,afneil,retweet
pam_el_a,andysearson,retweet
edinburghsco,shelter,retweet
unluvvie,goodwinmj,retweet
steve_hammond,racheleden,retweet
pollsstar,gnasherjew,retweet
pollsstar,uklabour,retweet
pikaya61,brexitbin,retweet
tee_ess1612,_brexittory,retweet
gracean26207965,shelter,retweet
helenmallam,scousegirlmedia,retweet
youchooseaname,kazzjenkins,retweet
youchooseaname,conservatives,retweet
rumplefinkin,peteste31474347,retweet
yasmines_xo,aaronbastani,retweet
yasmines_xo,novaramedia,retweet
cburney_,addicted2newz,retweet
cburney_,afneil,retweet
brown666w,gerryhassan,retweet
brown666w,labourrichard,retweet
johndante,remainutd,retweet
davelawson35,wpmtese,retweet
guysplintie,jamesbundy,retweet
loostevenson,dancingthemind,retweet
cernusson,brexit_sham,retweet
cernusson,matthancock,retweet
aceofspadesmob1,johnston277,retweet
brexitbin,msalliance,reply
georgec64612524,sunpolitics,retweet
georgec64612524,emilyhewertson,retweet
jashotton1,bbcpolitics,retweet
jashotton1,bbcquestiontime,retweet
jashotton1,bbcone,retweet
geziwoman,mazzucatom,retweet
geziwoman,uklabour,retweet
blaikie6moira,everywoman61,retweet
blaikie6moira,thesnp,retweet
pattyboak,gerryhassan,retweet
irvingphil,robburl,retweet
irvingphil,nicolasturgeon,retweet
irvingphil,jeremycorbyn,retweet
irvingphil,afneil,retweet
kieranbell94,kazzjenkins,retweet
kieranbell94,conservatives,retweet
sparklessandart,dancingthemind,retweet
sparklessandart,matthancock,retweet
bluetoryvoter,britainelects,reply
patrick_kidd,generalboles,retweet
vinnyspelman,sunpolitics,retweet
vinnyspelman,emilyhewertson,retweet
cope241,stop_the_eu,retweet
cope241,mikehillmp,retweet
ukgovtweets,electoralcommuk,retweet
belvoirplc,conservatives,retweet
belvoirplc,muslimcouncil,retweet
gerrybirt,kazzjenkins,retweet
gerrybirt,conservatives,retweet
john33hayes,kazzjenkins,retweet
john33hayes,conservatives,retweet
kirstyjarvissnp,thesnp,retweet
kirstyjarvissnp,valensercla,retweet
jordanstokes141,trickyjabs,retweet
robertsyms,eddiehughes4wn,retweet
librarieshacked,kazzjenkins,retweet
librarieshacked,conservatives,retweet
bdiggins,obriensusan,retweet
bdiggins,conservatives,retweet
bdiggins,hillingdon_tory,retweet
trooty1kenobi,sunpolitics,retweet
ukcag,conservatives,reply
ukcag,uklabour,retweet
ukcag,thegreenparty,retweet
ukcag,thesnp,retweet
ukcag,libdems,retweet
ukcag,brexitparty_uk,retweet
vinnyspelman,clwyds,retweet
dorothy90237074,jamesefoster,retweet
dorothy90237074,borisjohnson,retweet
dorothy90237074,uklabour,retweet
dorothy90237074,armilani_,retweet
dorothy90237074,borisjohnson,retweet
dorothy90237074,jeremycorbyn,retweet
dorothy90237074,channel4,retweet
dorothy90237074,krishgm,retweet
yogilesley,rachael_swindon,retweet
ferguson2811,thesnp,retweet
ferguson2811,dr_philippaw,retweet
ferguson2811,robertjenrick,retweet
danny_odoherty,kazzjenkins,retweet
danny_odoherty,conservatives,retweet
janetagg7,peoplesmomentum,retweet
votetactical12,borisjohnson,reply
pieeatingooner,kazzjenkins,retweet
pieeatingooner,conservatives,retweet
kayleighlaurenc,lindabxx,retweet
pauliewalnuts15,rachael_swindon,retweet
enfieldsouthga2,conservatives,reply
enfieldsouthga2,nigel_farage,retweet
phlip_it,dancingthemind,retweet
roy_a_mathisen,thattimwalker,retweet
wonkeyhall,imajsaclaimant,retweet
kathy2537,_brexittory,retweet
guernseyevacuee,zebra_carol,retweet
patriciasomer11,insidehousing,retweet
janetapratt,_brexittory,retweet
whypad,doozy_45,retweet
buspasselvis,camillatominey,retweet
buspasselvis,thequentinletts,retweet
buspasselvis,kevin_maguire,retweet
marialbaker,generalboles,retweet
esmee_johnston,thesnp,retweet
esmee_johnston,valensercla,retweet
trevdick,zoefranklinld,retweet
grantdiemgrant,independent,retweet
okavangomick,georgegalloway,retweet
okavangomick,michaelgove,retweet
dorothy4eu,monicabeharding,retweet
dorothy4eu,elmbridgelibdem,retweet
ekekhomendonald,itvtynetees,retweet
ekekhomendonald,mikehillmp,retweet
ekekhomendonald,jeremycorbyn,retweet
menaceglc,_brexittory,retweet
martingilberts3,lbc,retweet
martingilberts3,nigel_farage,retweet
fipworcs,carerstrust,retweet
stevescott100,angelarayner,retweet
childofalba,everywoman61,retweet
childofalba,thesnp,retweet
bigbadhenry,addicted2newz,retweet
debsinger2,michaeldickson,retweet
claddingscandal,ukcag,retweet
claddingscandal,borisjohnson,retweet
claddingscandal,jeremycorbyn,retweet
claddingscandal,joswinson,retweet
claddingscandal,carolinelucas,retweet
claddingscandal,nicolasturgeon,retweet
claddingscandal,nigel_farage,retweet
claddingscandal,esthermcvey1,retweet
claddingscandal,robertjenrick,retweet
claddingscandal,laboursj,retweet
mattpolacko,garyyounge,retweet
mattpolacko,guardian,retweet
timsnemesis,steviebrexit,retweet
open_selection,rotesockensteve,retweet
open_selection,rizeupuk,retweet
clearautism,send_action,retweet
2watty,_brexittory,retweet
msw54281,milneorchid,retweet
chrissieoap,nja5,retweet
andrew22253776,theprolestar,retweet
eileenbuck13,jegullis,retweet
eileenbuck13,ruthsmeeth,retweet
kevinbudd20,_brexittory,retweet
okavangomick,georgegalloway,retweet
victoriahas_,jay_sutherland_,retweet
victoriahas_,joswinson,retweet
tarquintus1,_brexittory,retweet
carollyle4,kazzjenkins,retweet
carollyle4,conservatives,retweet
7ba345af8dd9441,jamesefoster,retweet
7ba345af8dd9441,joswinson,retweet
7ba345af8dd9441,libdems,retweet
7ba345af8dd9441,uklabour,retweet
1withtheplanet,uklabour,retweet
1withtheplanet,jeremycorbyn,retweet
kylejrv,aaronbastani,retweet
kylejrv,novaramedia,retweet
petebestuk,haggis_uk,retweet
j_ayrun,scousegirlmedia,retweet
jonsessions,rachael_swindon,retweet
whitehatgb,careerhacker_ai,retweet
whitehatgb,busayo_twins,retweet
whitehatgb,c4thecircle,retweet
chelleryn99,scousegirlmedia,retweet
mexicors78,talkradio,retweet
standup2brexit,shelter,retweet
standup2brexit,libdems,retweet
flutterbee_,brexitparty_uk,retweet
standup2brexit,ayocaesar,retweet
standup2brexit,opblackvote,retweet
mikebrownlow1,bydonkeys,retweet
kit_davidson,rachael_swindon,retweet
sxybio,zoefranklinld,retweet
divaldo1888,trickyjabs,retweet
555timer4,realbasedamy,retweet
snowypatch,_brexittory,retweet
tiddybeth,haggis_uk,retweet
sandrao93113902,imajsaclaimant,retweet
pattyboak,gerryhassan,retweet
tarquintus1,_brexittory,retweet
mj57323540,_brexittory,retweet
graytommykent,mmaher70,retweet
robb_w1,schoolcuts,retweet
robb_w1,borisjohnson,retweet
howardbadder,_brexittory,retweet
indiatiger33,trusselltrust,retweet
eeyorespal,_brexittory,retweet
cathpinder,iwantjc4pm,retweet
paulbrowne55,cambridge_stays,retweet
paulbrowne55,peoplesvote_uk,retweet
paulbrowne55,pippaheylings,retweet
nimrod38,jeremycorbyn4pm,retweet
luffup,_brexittory,retweet
sarahbtweets,generalboles,retweet
marketingnicke,sunpolitics,retweet
drchrishewitson,brexitbin,retweet
jimkerr1973,_brexittory,retweet
northernlad83,imajsaclaimant,retweet
bloggerheads,borisjohnson,reply
marting1492,bydonkeys,retweet
michaelrose1865,buspasselvis,retweet
michaelrose1865,camillatominey,retweet
michaelrose1865,thequentinletts,retweet
michaelrose1865,kevin_maguire,retweet
9learmonth,thesnp,retweet
susanstrickson,markpopple4shd,retweet
susanstrickson,uklabour,retweet
peridot_curis,bbcbreakfast,retweet
peridot_curis,richarddmurray1,retweet
jtrobbo1996,romillyweeks,retweet
jtrobbo1996,itvnews,retweet
arltratlo,steviebrexit,retweet
bristolpiano,scousegirlmedia,retweet
owltan74,romillyweeks,retweet
owltan74,itvnews,retweet
tricky_1,brexitbin,retweet
tricky_1,msalliance,retweet
connerforshaw17,vicderbyshire,retweet
connerforshaw17,bbctwo,retweet
connerforshaw17,bbcnews,retweet
claddingscandal,insidehousing,retweet
wikofootball,brexitbin,retweet
momentum_intl,rotesockensteve,retweet
momentum_intl,rizeupuk,retweet
roadwarrior29,everywoman61,retweet
johnjoechad,scousegirlmedia,retweet
ukfollowgain,romillyweeks,retweet
ukfollowgain,itvnews,retweet
brianivy3,britainbalance,retweet
brianivy3,bbcpolitics,retweet
brianivy3,bbcquestiontime,retweet
brianivy3,bbcone,retweet
